time,shunt_voltage,bus_voltage_V,current_mA,power_mW
1,528,5.193,583,3280
1,499,5.197,465,2420
1,862,5.185,660,3400
0,911,5.173,796,4000
1,525,5.197,623,2560
1,757,5.169,767,3860
0,465,5.197,463,2560
0,465,5.197,468,2420
1,538,5.197,597,2780
1,704,5.193,580,2560
1,740,5.185,726,2820
1,453,5.201,433,2420
1,514,5.197,512,3040
0,989,5.165,1015,5300
1,528,5.197,615,3020
0,467,5.201,463,2520
1,430,5.201,433,2260
0,508,5.193,510,2660
0,465,5.201,463,2420
0,1066,5.157,982,5400
1,424,5.205,433,2260
1,642,5.185,626,3140
1,445,5.201,431,2260
0,462,5.201,464,2420
0,1011,5.165,952,4920
1,445,5.201,437,2200
1,481,5.197,522,2620
0,951,5.165,1000,5280
1,433,5.201,461,2260
0,587,5.185,505,2660
1,567,5.193,519,2680
1,565,5.193,656,3680
0,850,5.165,966,4980
1,435,5.205,426,2220
1,652,5.193,503,2620
0,1004,5.165,988,4840
1,538,5.197,710,3680
1,734,5.181,732,3940
1,534,5.197,511,2680
1,557,5.177,541,3380
1,434,5.201,432,2400
0,919,5.165,935,4880
0,931,5.1610000000000005,906,5020
1,592,5.193,583,3020
0,646,5.1850000000000005,657,3600
1,439,5.205,457,2300
1,467,5.201,465,2420
0,470,5.197,498,2420
1,510,5.197,505,2620
1,504,5.197,476,2500
1,646,5.185,672,2860
1,530,5.193,651,3180
1,574,5.185,727,3760
1,597,5.193,537,2780
0,466,5.201,467,2420
0,934,5.165,947,4840
1,663,5.189,646,3540
1,465,5.201,464,2420
1,434,5.201,437,2260
1,537,5.193,519,2460
1,508,5.197,469,2420
1,505,5.189,642,3020
1,557,5.197,509,3040
0,984,5.165,925,4360
1,464,5.201,433,2260
1,434,5.201,433,2260
1,446,5.205,443,2300
0,465,5.197,468,2580
1,716,5.173,628,2680
1,439,5.205,434,2300
1,437,5.201,438,2300
1,469,5.197,463,2420
1,509,5.197,514,2680
1,951,5.177,550,2860
1,434,5.201,432,2260
1,435,5.205,435,2260
0,469,5.197,475,2460
1,541,5.193,513,3120
1,561,5.197,635,3300
1,549,5.185,536,2780
1,434,5.205,435,2260
0,464,5.197,498,2420
1,826,5.185,519,3020
1,622,5.189,623,3240
0,469,5.201,490,2860
1,509,5.205,434,2320
0,959,5.1610000000000005,1002,5300
1,607,5.181,537,3300
1,536,5.197,588,3380
1,952,5.165,1088,5280
1,621,5.189,514,2660
1,506,5.197,534,2580
0,469,5.197,467,2420
0,468,5.201,466,2420
0,464,5.201,464,2420
1,470,5.201,469,2460
1,581,5.193,566,2980
1,644,5.189,666,3380
1,439,5.201,442,2300
1,519,5.185,661,3380
0,819,5.1850000000000005,774,3680
1,623,5.185,533,2660
1,561,5.189,611,3240
1,524,5.197,497,2580
1,536,5.197,521,2720
1,465,5.197,465,2420
1,522,5.197,679,3240
0,1019,5.165,872,4760
1,781,5.173,785,4480
1,449,5.201,431,2320
1,472,5.201,471,2460
1,507,5.197,492,2620
1,561,5.197,473,2460
1,978,5.161,916,4940
1,549,5.193,526,2720
1,617,5.185,591,3040
1,433,5.205,441,2220
1,465,5.201,481,2400
1,433,5.201,436,2260
1,435,5.201,468,2300
0,474,5.201,468,2420
1,551,5.197,521,2680
1,510,5.197,510,2620
1,437,5.201,437,2300
0,510,5.197,508,2660
1,553,5.193,526,2720
1,513,5.197,601,3120
1,435,5.205,434,2300
1,438,5.205,442,2260
1,547,5.193,617,3600
1,508,5.201,506,2660
1,502,5.189,637,3380
1,919,5.169,919,3800
1,525,5.197,521,2720
1,525,5.197,526,2880
1,497,5.197,508,2560
1,467,5.197,469,2560
0,532,5.197,478,2500
1,469,5.201,465,2420
0,979,5.1610000000000005,863,4520
1,602,5.189,682,2780
1,511,5.205,434,2260
1,507,5.197,467,2420
1,495,5.197,467,2420
1,511,5.197,515,2660
1,670,5.185,769,4060
0,1002,5.157,953,5120
0,466,5.201,465,2420
1,498,5.197,462,2400
1,740,5.193,536,3120
0,532,5.193,609,3080
0,474,5.197,474,2420
1,539,5.197,549,3040
1,616,5.193,573,2980
0,1020,5.157,1005,5040
1,579,5.185,547,2820
1,533,5.189,685,3380
0,505,5.197,613,3080
1,612,5.189,603,3480
1,539,5.193,538,2620
1,436,5.205,444,2200
0,526,5.197,534,2780
0,1046,5.157,929,5400
1,439,5.205,437,2300
1,535,5.193,573,2820
0,1013,5.157,952,4920
0,466,5.201,469,2420
1,508,5.197,508,2580
0,466,5.201,476,2400
1,433,5.205,434,2260
0,478,5.197,515,2460
1,655,5.185,775,4260
0,973,5.1610000000000005,1001,4920
1,814,5.185,607,3180
1,470,5.197,476,2460
1,521,5.197,626,3040
0,911,5.165,1004,5220
1,581,5.185,610,3500
0,1000,5.161,891,4840
1,509,5.197,510,2420
1,529,5.197,547,2780
1,571,5.189,636,3440
1,660,5.185,906,4040
1,654,5.197,878,4560
1,503,5.197,518,2520
0,946,5.1610000000000005,1066,5180
1,689,5.181,512,2660
1,503,5.185,603,4420
0,471,5.197,466,2580
1,772,5.193,515,2680
0,469,5.201,464,2420
1,512,5.185,646,3340
1,511,5.193,510,2660
1,656,5.185,783,3120
1,936,5.165,926,4320
1,518,5.197,555,3680
1,435,5.201,435,2300
1,506,5.197,507,2620
1,575,5.185,543,2720
1,465,5.201,468,2560
1,551,5.197,558,2660
0,465,5.201,463,2560
0,469,5.201,494,2400
1,433,5.205,436,2260
1,490,5.197,632,3020
0,472,5.197,464,2420
1,780,5.181,812,3760
1,582,5.189,538,2820
0,481,5.197,462,2400
1,579,5.185,612,2820
0,467,5.197,469,2460
1,465,5.201,466,2420
0,941,5.165,894,4920
1,590,5.189,650,2780
0,471,5.201,469,2420
1,713,5.193,535,2620
1,786,5.177,843,4520
1,552,5.193,553,3080
0,490,5.197,503,2620
0,937,5.169,932,4820
0,469,5.201,465,2420
1,465,5.201,465,2560
1,468,5.197,469,2420
1,468,5.197,461,2420
0,466,5.197,462,2420
1,654,5.189,540,2860
1,462,5.201,436,2220
1,702,5.185,539,2780
1,533,5.197,511,2620
1,469,5.201,465,2420
0,960,5.161,925,4780
0,489,5.197,462,2420
1,443,5.205,433,2260
1,503,5.197,520,2620
1,436,5.201,440,2300
1,671,5.189,711,3680
1,678,5.193,750,2820
1,597,5.197,528,2760
1,519,5.193,572,3380
1,496,5.197,509,2660
1,675,5.181,605,3140
0,957,5.157,1159,5400
1,693,5.185,537,2780
0,467,5.197,469,2460
1,613,5.193,648,3700
0,466,5.197,463,2420
1,638,5.189,808,3700
0,905,5.169,934,4760
1,691,5.185,538,2660
1,439,5.201,451,2260
0,947,5.157,868,4980
1,494,5.197,535,2580
1,432,5.205,434,2260
1,657,5.189,850,3080
1,429,5.201,459,2260
1,528,5.197,505,2620
0,911,5.173,843,4360
1,442,5.201,438,2200
1,465,5.197,468,2420
1,756,5.173,668,3480
0,607,5.1770000000000005,681,3540
1,440,5.205,433,2260
0,467,5.197,468,2420
1,977,5.165,966,5080
0,945,5.1610000000000005,945,4980
0,486,5.201,464,2420
0,465,5.201,465,2420
1,884,5.177,808,2880
1,541,5.197,683,2980
1,764,5.181,647,3380
1,432,5.201,434,2220
0,623,5.185,618,2940
1,612,5.185,783,3140
0,900,5.1690000000000005,943,5120
1,479,5.201,503,2500
1,442,5.205,433,2260
0,630,5.1930000000000005,534,2520
0,465,5.197,465,2520
1,435,5.205,433,2260
0,957,5.165,914,5120
1,434,5.201,433,2400
1,461,5.197,528,2520
1,441,5.205,437,2300
1,747,5.189,672,3480
1,606,5.189,540,2820
1,958,5.165,980,5040
0,467,5.197,463,2420
1,538,5.197,574,2980
1,541,5.193,536,3180
1,470,5.197,470,2420
1,501,5.197,502,2580
1,435,5.201,428,2400
1,476,5.201,505,2720
1,539,5.193,650,3380
0,994,5.165,1007,5220
1,680,5.189,682,2780
0,779,5.189,658,2660
0,463,5.201,462,2420
1,702,5.189,659,3440
0,985,5.157,997,5840
0,940,5.1610000000000005,1167,5240
0,472,5.197,476,2460
1,471,5.197,498,2580
1,665,5.193,514,2680
1,516,5.197,507,2820
1,555,5.189,650,4200
1,498,5.201,476,2420
1,467,5.197,469,2400
1,550,5.193,524,2940
0,551,5.197,537,2780
1,656,5.185,757,4220
0,464,5.197,464,2520
1,832,5.185,661,2860
0,999,5.169,889,4560
1,995,5.161,1000,4880
1,440,5.205,431,2300
0,469,5.201,495,2420
0,1013,5.157,858,4880
1,467,5.197,462,2420
1,466,5.197,471,2460
1,546,5.197,530,2980
0,488,5.197,464,2400
0,690,5.189,539,3380
1,465,5.201,466,2420
1,464,5.197,466,2420
1,571,5.189,604,3240
1,510,5.197,509,2620
1,596,5.189,669,4220
0,482,5.201,462,2500
0,468,5.197,468,2420
1,649,5.193,529,2620
0,464,5.197,462,2400
1,699,5.193,735,4420
0,464,5.201,466,2400
1,501,5.197,512,2660
1,466,5.197,464,2400
0,468,5.201,470,2460
1,433,5.201,435,2260
1,642,5.185,567,2940
0,493,5.197,470,2420
1,468,5.201,495,2460
1,490,5.201,469,2420
1,463,5.197,468,2420
0,970,5.165,993,4780
1,644,5.185,526,2720
1,617,5.189,533,2660
1,469,5.205,439,2300
1,693,5.197,539,2660
0,467,5.197,466,2420
1,462,5.197,495,2460
1,1002,5.169,912,4780
1,660,5.193,533,2760
1,611,5.197,501,2500
1,509,5.197,516,2660
0,472,5.197,471,2460
0,465,5.197,467,2420
1,694,5.177,538,2780
1,634,5.189,721,3700
1,461,5.205,434,2220
1,533,5.201,658,3220
1,504,5.193,555,2780
1,433,5.205,451,2220
1,463,5.205,441,2300
0,491,5.197,464,2400
0,466,5.201,469,2420
0,931,5.1610000000000005,1081,5280
0,468,5.197,463,2420
1,670,5.185,846,4420
0,945,5.169,906,4460
1,464,5.197,463,2400
1,547,5.193,569,3300
0,468,5.201,478,2500
1,463,5.201,440,2300
0,601,5.1850000000000005,749,3860
1,901,5.165,868,4680
0,470,5.197,521,2780
0,960,5.165,995,4940
1,466,5.197,472,2400
1,494,5.193,599,2780
1,430,5.201,461,2260
1,512,5.197,505,2760
1,516,5.193,660,4220
1,684,5.173,668,3440
1,1018,5.161,1019,5240
0,469,5.197,470,2460
1,508,5.197,506,2660
1,709,5.185,758,3540
1,432,5.201,433,2420
0,685,5.185,619,3180
1,519,5.197,505,2620
1,665,5.177,549,2860
1,645,5.189,863,2820
1,606,5.185,549,2820
1,728,5.177,765,3480
1,537,5.197,527,3300
1,509,5.197,509,2660
1,542,5.197,572,3580
1,483,5.201,476,2460
1,541,5.177,576,2620
0,1008,5.1610000000000005,1026,5220
1,674,5.189,757,2820
0,469,5.197,488,2580
1,464,5.197,468,2560
0,977,5.165,951,4940
1,432,5.201,446,2320
0,724,5.173,709,3740
0,1048,5.157,1089,6100
1,492,5.201,465,2400
1,505,5.197,530,2620
0,973,5.157,955,4980
1,751,5.181,677,3540
0,464,5.197,462,2400
0,963,5.1610000000000005,1005,5240
1,465,5.197,496,2420
0,468,5.201,468,2420
0,471,5.201,467,2420
1,458,5.201,435,2260
1,434,5.201,434,2400
0,491,5.201,465,2400
0,979,5.161,932,4780
1,466,5.201,490,2420
1,432,5.205,433,2260
1,750,5.177,640,3440
1,436,5.205,436,2260
1,1071,5.161,1052,5220
1,467,5.197,490,2420
1,546,5.193,624,3220
1,566,5.181,748,3700
0,925,5.1610000000000005,1087,5660
1,505,5.201,443,2260
0,1110,5.161,1076,4980
1,421,5.205,433,2320
1,669,5.197,551,2820
1,434,5.205,435,2300
0,1042,5.1530000000000005,952,4840
1,788,5.165,934,4560
1,642,5.181,737,3840
0,913,5.1530000000000005,960,4940
0,798,5.173,961,4980
1,568,5.193,692,3180
0,1024,5.165,829,4400
1,506,5.197,511,2780
1,686,5.189,730,2860
1,432,5.201,438,2500
1,625,5.189,510,2660
1,755,5.181,648,3700
1,441,5.205,436,2300
1,560,5.185,601,4560
1,540,5.193,541,2680
1,433,5.205,436,2300
1,524,5.193,522,3400
0,484,5.2010000000000005,484,2520
1,510,5.197,505,2620
1,916,5.169,891,4620
0,1013,5.1610000000000005,1040,4940
1,434,5.201,436,2260
1,658,5.197,545,3340
1,458,5.201,451,2260
0,491,5.197,464,2420
1,663,5.189,571,2780
1,647,5.173,721,3900
1,490,5.201,463,2420
1,437,5.205,432,2260
1,537,5.193,558,2820
1,437,5.205,435,2220
1,468,5.197,513,2680
1,643,5.197,595,3300
1,567,5.197,481,2500
1,519,5.197,521,2720
0,1016,5.157,998,5480
1,432,5.201,440,2260
0,876,5.165,943,4980
0,921,5.161,916,4820
1,598,5.185,544,2780
1,716,5.177,652,2860
1,506,5.201,505,2780
1,539,5.197,601,2920
1,467,5.201,473,2460
1,645,5.189,541,2820
1,468,5.201,447,2260
0,467,5.197,473,2420
1,703,5.181,539,2980
1,578,5.189,587,3500
1,436,5.201,464,2260
1,468,5.205,469,2420
1,466,5.201,470,2420
1,618,5.185,667,2780
1,569,5.193,655,3740
1,816,5.185,649,3900
1,465,5.201,464,2420
0,471,5.197,463,2560
1,517,5.197,532,3040
1,941,5.165,712,3700
1,659,5.185,618,4000
1,464,5.197,463,2420
1,620,5.193,525,2760
1,583,5.193,500,2580
1,436,5.201,445,2320
1,427,5.205,435,2260
1,422,5.201,436,2260
1,504,5.197,471,2460
1,614,5.181,547,2860
1,511,5.197,525,2620
0,466,5.201,468,2420
0,487,5.197,461,2400
1,865,5.193,623,3340
1,441,5.201,427,2260
1,504,5.189,641,3140
1,555,5.197,477,2500
0,1008,5.165,979,5040
1,439,5.205,464,2320
1,581,5.189,581,3020
1,433,5.205,433,2260
1,651,5.193,717,3900
1,472,5.201,468,2420
1,537,5.197,648,3080
0,499,5.197,479,2500
1,575,5.189,516,2720
1,448,5.201,447,2360
1,519,5.189,736,3220
0,1039,5.1610000000000005,960,4940
0,1002,5.165,968,5080
1,516,5.197,511,2720
1,625,5.185,628,3120
1,435,5.205,459,2400
0,703,5.185,619,3220
1,432,5.201,459,2200
1,436,5.201,438,2300
1,462,5.197,488,2420
1,705,5.197,545,2820
1,504,5.185,650,3600
1,1077,5.157,1086,6100
1,572,5.193,577,3020
1,477,5.197,483,2680
1,618,5.189,542,2820
1,471,5.197,463,2420
1,917,5.165,989,5020
1,643,5.189,830,3300
0,952,5.1610000000000005,1011,5440
1,511,5.197,506,2620
1,511,5.197,512,2680
1,536,5.197,556,3120
1,513,5.189,555,3380
1,648,5.181,951,4000
1,620,5.189,889,2880
1,815,5.193,509,2660
1,419,5.201,430,2220
1,739,5.185,568,2680
0,508,5.197,469,2460
0,466,5.201,466,2420
1,563,5.181,541,2820
1,635,5.193,689,3400
1,436,5.201,447,2360
1,649,5.197,554,3280
1,534,5.197,494,2880
1,460,5.201,419,2260
1,503,5.201,506,2780
1,996,5.165,854,4620
1,557,5.185,606,3380
1,463,5.201,463,2580
0,469,5.201,470,2460
1,982,5.165,984,5040
1,544,5.197,500,3020
1,653,5.185,870,5020
1,941,5.165,871,4820
1,434,5.201,434,2260
1,500,5.197,506,2620
0,528,5.201,469,2420
0,1067,5.157,1038,5080
1,541,5.197,516,2680
1,502,5.201,479,2500
1,468,5.197,471,2420
1,432,5.201,433,2220
1,467,5.197,466,2420
1,439,5.201,448,2420
1,544,5.185,634,3240
1,519,5.189,597,3120
1,462,5.197,461,2560
1,1010,5.165,1032,4480
1,557,5.193,503,2940
1,492,5.197,467,2420
0,469,5.201,474,2420
1,532,5.185,588,4560
1,433,5.205,434,2260
0,980,5.157,936,5120
1,436,5.201,459,2260
1,509,5.197,526,2620
1,432,5.201,423,2260
1,569,5.197,517,3240
0,620,5.189,612,3240
0,523,5.201,462,2400
1,480,5.201,438,2260
1,544,5.197,561,2780
0,470,5.197,509,2620
1,506,5.197,510,2760
1,652,5.185,651,3380
1,433,5.201,431,2260
0,1048,5.1610000000000005,894,5120
1,460,5.201,435,2260
1,538,5.193,533,2720
0,921,5.165,1063,4840
1,655,5.197,537,2780
0,1078,5.1610000000000005,929,4680
1,520,5.189,652,3800
1,631,5.189,637,3340
0,924,5.165,944,4840
1,457,5.205,435,2260
0,484,5.197,467,2420
1,599,5.193,621,3080
1,511,5.201,469,2260
1,739,5.181,648,3380
1,474,5.201,451,2360
1,546,5.189,684,3700
0,496,5.201,467,2420
0,467,5.201,469,2560
1,561,5.193,670,3120
1,434,5.205,434,2260
1,455,5.201,438,2300
1,507,5.193,540,3400
1,506,5.185,645,3340
1,537,5.193,652,3040
1,429,5.201,434,2260
1,463,5.201,438,2260
0,507,5.193,643,3220
1,724,5.181,651,3020
1,543,5.197,578,2940
1,719,5.181,605,2880
0,935,5.165,1015,5280
1,512,5.193,547,3220
0,495,5.197,494,2560
1,436,5.201,438,2360
0,469,5.197,576,3020
1,421,5.205,441,2300
0,1003,5.1610000000000005,964,5240
0,498,5.197,498,2580
1,433,5.201,438,2260
0,475,5.201,476,2500
0,968,5.1610000000000005,965,5540
1,437,5.201,436,2260
1,478,5.197,478,2500
1,422,5.201,445,2220
1,436,5.205,432,2400
1,570,5.197,579,3180
1,496,5.197,603,3140
1,648,5.181,741,3400
1,551,5.197,558,3480
0,526,5.1850000000000005,767,3940
1,538,5.197,634,2980
1,543,5.193,655,3400
1,821,5.193,542,2920
0,470,5.201,468,2420
1,541,5.197,684,3280
1,496,5.193,555,3600
1,625,5.185,673,3280
1,599,5.177,609,2780
1,504,5.197,507,2620
1,539,5.197,574,2940
0,1021,5.1610000000000005,936,4980
1,577,5.189,592,2760
1,463,5.201,432,2260
0,614,5.185,647,3580
1,772,5.185,652,3340
1,464,5.201,465,2420
1,509,5.197,513,2680
1,439,5.201,431,2260
1,433,5.201,472,2260
1,525,5.185,599,4120
1,450,5.201,450,2400
1,476,5.201,481,2500
1,441,5.201,429,2260
0,465,5.197,464,2420
1,529,5.193,532,2760
1,443,5.201,440,2300
0,1014,5.1530000000000005,1079,5580
0,466,5.201,470,2420
1,494,5.201,496,2420
1,694,5.197,519,2820
0,470,5.201,470,2420
1,480,5.197,478,2500
0,1049,5.1610000000000005,1001,5280
1,473,5.201,435,2220
1,473,5.197,462,2420
1,1018,5.165,1028,4920
0,729,5.1610000000000005,764,3940
1,626,5.189,620,3220
0,466,5.201,469,2460
1,469,5.201,444,2200
1,432,5.201,510,2260
1,519,5.197,512,2860
1,526,5.189,568,2940
1,963,5.165,987,5080
0,497,5.201,472,2460
0,461,5.197,472,2460
0,465,5.197,491,2400
1,551,5.193,507,2880
0,495,5.201,466,2420
1,495,5.197,530,2580
1,538,5.197,510,2920
1,936,5.165,943,5240
1,704,5.185,548,2680
1,435,5.201,440,2260
0,517,5.197,470,2460
1,539,5.197,507,2620
0,911,5.169,959,4940
1,430,5.201,434,2260
1,482,5.201,482,2500
0,463,5.201,465,2420
1,902,5.177,720,3340
1,519,5.201,442,2300
1,446,5.201,429,2420
1,659,5.197,576,3180
1,466,5.197,465,2400
0,471,5.197,497,2460
1,581,5.193,563,2820
1,434,5.205,436,2220
1,766,5.197,565,2560
1,798,5.173,967,3480
1,556,5.193,686,3500
0,520,5.201,494,2500
1,955,5.169,904,4820
1,433,5.205,432,2200
0,940,5.1610000000000005,994,5020
0,468,5.197,466,2420
1,540,5.193,568,2940
1,440,5.201,437,2300
1,695,5.177,546,2860
1,430,5.201,440,2300
1,433,5.201,423,2260
0,471,5.197,470,2460
1,844,5.177,658,3400
1,723,5.181,713,3900
1,439,5.205,430,2260
1,563,5.185,701,2780
